OrderID,OrderDate, UnitCost ,Price,OrderQty, CostofSales , Sales , Profit ,Channel,PromotionName,ProductName,Manufacturer,ProductSubCategory,ProductCategory,Region,City,Country
62,21-12-2020, $40.72 ,49.99,9, $366.49 , $444.91 , $78.42 ,Store,North America Spring Promotion,Contoso Rechargeable Li-Ion Battery Pack E300 Silver,"Contoso, Ltd",Cameras & Camcorders Accessories,Cameras and camcorders ,North America,Anchorage,United States
63,22-01-2020, $25.53 ,230,36, $919.00 ," $8,188.00 "," $7,269.00 ",Catalog,North America Spring Promotion,The Phone Company Smart phones 6-LINE SCREEN M21 White,The Phone Company,Smart phones & PDAs ,Cell phones,North America,North Harford,United States
64,24-12-2020, $29.25 ,35.99,27, $789.65 , $969.93 , $180.28 ,Catalog,North America Spring Promotion,Contoso Expandable 3-Handset Cordless Phone System M204 Grey,"Contoso, Ltd",Home & Office Phones,Cell phones,North America,North Harford,United States
65,24-11-2020, $115.57 ,219.95,18," $2,080.31 "," $3,937.11 "," $1,856.80 ",Store,North America Back-to-School Promotion,WWI Desktop PC1.60 E1600 Black,Wide World Importers,Desktops,Computers,North America,Baytown,United States
66,13-11-2020, $127.83 ,236,12," $1,533.99 "," $2,761.20 "," $1,227.21 ",Store,North America Back-to-School Promotion,Proseware Slim-Design Fax Machine with Answering System X180 Green,"Proseware, Inc.","Printers, Scanners & Fax",Computers,North America,Calgary,Canada
67,27-12-2020, $0.49 ,4.06,480, $234.33 ," $1,947.99 "," $1,713.66 ",Online,Asian Summer Promotion,Contoso Original K1m Li-Ion Standard Battery E170 Black,"Contoso, Ltd",Cell phones Accessories,Cell phones,Asia,Beijing,China
68,05-02-2019, $140.66 ,338,9," $1,265.97 "," $2,991.30 "," $1,725.33 ",Store,North America Spring Promotion,"A. Datum SLR Camera 35"" M358 Pink",A. Datum Corporation,Digital SLR Cameras,Cameras and camcorders ,North America,Midland,United States
69,29-12-2020, $10.49 ,23,9, $94.42 , $204.70 , $110.28 ,Store,North America Spring Promotion,Contoso Lifestyles Series - Big Button Cordless phone M800 White,"Contoso, Ltd",Home & Office Phones,Cell phones,North America,Minden,United States
75,01-01-2021, $63.01 ,78,20," $1,260.25 "," $1,560.00 ", $299.75 ,Store,No Discount,Proseware Ink Jet Fax Machine E100 Black,"Proseware, Inc.","Printers, Scanners & Fax",Computers,North America,Houston,United States
76,25-08-2019, $239.18 ,429,12," $2,870.20 "," $5,105.10 "," $2,234.90 ",Store,North America Back-to-School Promotion,Contoso Home Theater System 5.1 Channel M1500 Brown,"Contoso, Ltd",Home Theater System,TV and Video,North America,Sebring,United States
77,19-11-2018, $2.20 ,39.99,8, $17.63 , $295.93 , $278.29 ,Online,European Holiday Promotion,Contoso Electronic Private Automatic Branch Exchange M90 Grey,"Contoso, Ltd",Home & Office Phones,Cell phones,Europe,Berlin,Germany
78,19-02-2018, $109.21 ,699,8, $873.64 ," $5,172.60 "," $4,298.96 ",Store,European Holiday Promotion,WWI Projector 720p LCD56 Black,Wide World Importers,Projectors & Screens,Computers,Europe,Nice,France
80,06-01-2021, $515.07 ,850,26," $13,391.76 "," $21,462.50 "," $8,070.74 ",Reseller,Asian Holiday Promotion,Fabrikam Business Videographer 2/3'' 17mm M280 Black,"Fabrikam, Inc.",Camcorders,Cameras and camcorders ,Asia,Beijing,China
81,07-01-2021, $162.88 ,289,10," $1,628.80 "," $2,890.00 "," $1,261.20 ",Store,No Discount,The Phone Company Touch Screen Phones 4-Wire/On-wall M302 Black,The Phone Company,Touch Screen Phones ,Cell phones,North America,New Haven,United States
82,09-01-2021, $864.16 ,999,12," $10,369.94 "," $11,788.20 "," $1,418.26 ",Store,North America Back-to-School Promotion,Contoso Projector 720p M621 White,"Contoso, Ltd",Projectors & Screens,Computers,North America,Veradale,United States
88,29-05-2019, $117.20 ,409,12," $1,406.44 "," $4,867.10 "," $3,460.66 ",Store,North America Back-to-School Promotion,Contoso Home Theater System 4.1 Channel M1400 Black,"Contoso, Ltd",Home Theater System,TV and Video,North America,Manitowoc,United States
89,21-12-2019, $400.53 ,869,13," $5,206.87 "," $11,123.20 "," $5,916.33 ",Store,North America Holiday Promotion,Adventure Works LCD24W X300 Black,Adventure Works,Monitors,Computers,North America,Alexandria,United States
90,11-10-2020, $316.99 ,499.9,13," $4,120.92 "," $6,398.72 "," $2,277.80 ",Store,North America Holiday Promotion,Adventure Works Desktop PC1.80 ED182 Silver,Adventure Works,Desktops,Computers,North America,Waukesha,United States
91,31-10-2018, $20.05 ,299,8, $160.41 ," $2,212.60 "," $2,052.19 ",Online,European Holiday Promotion,Proseware Screen 113in X1609 Silver,"Proseware, Inc.",Projectors & Screens,Computers,Europe,Berlin,Germany
92,13-01-2020, $62.58 ,267,9, $563.26 ," $2,349.60 "," $1,786.34 ",Catalog,North America Spring Promotion,The Phone Company Smart phones Unlocked M300 Grey,The Phone Company,Smart phones & PDAs ,Cell phones,North America,North Harford,United States
93,18-07-2020, $176.13 ,326,32," $5,636.20 "," $9,910.40 "," $4,274.20 ",Reseller,European Holiday Promotion,Adventure Works Laptop8.9 E0890 Red,Adventure Works,Laptops,Computers,Europe,Paris,France
95,22-03-2020, $26.00 ,33.99,9, $233.99 , $300.81 , $66.83 ,Store,North America Spring Promotion,SV 512MB Laptop memory E800 Black,Southridge Video,Computers Accessories,Computers,North America,Fall City,United States
97,23-12-2018, $14.10 ,99,18, $253.85 ," $1,762.20 "," $1,508.35 ",Store,North America Spring Promotion,SV 16xDVD E340 Black,Southridge Video,VCD & DVD,TV and Video,North America,Kennebunkport,United States
98,12-01-2021, $207.86 ,568,10," $2,078.64 "," $5,680.00 "," $3,601.36 ",Online,No Discount,"Contoso SLR Camera 35"" X358 Silver","Contoso, Ltd",Digital SLR Cameras,Cameras and camcorders ,North America,Bethesda,United States
99,16-01-2021, $87.21 ,627,12," $1,046.47 "," $7,273.20 "," $6,226.73 ",Store,North America Back-to-School Promotion,A. Datum SLR Camera X137 Grey,A. Datum Corporation,Digital SLR Cameras,Cameras and camcorders ,North America,Pittsfield,United States
100,18-01-2021, $0.34 ,129,13, $4.39 ," $1,599.60 "," $1,595.21 ",Store,North America Holiday Promotion,Proseware Ink Jet Wireless All-In-One Printer M400 Grey,"Proseware, Inc.","Printers, Scanners & Fax",Computers,North America,Queen Anne's County,United States
104,06-01-2018, $76.63 ,75.99,18," $1,379.35 "," $1,367.82 ", $-11.53 ,Store,Asian Spring Promotion,SV 40GB USB2.0 Portable Hard Disk E400 Silver,Southridge Video,Computers Accessories,Computers,Asia,Tehran,Iran
108,19-01-2021, $1.01 ,6.95,5, $5.05 , $34.75 , $29.70 ,Store,No Discount,Contoso Lens Cap Keeper E314 White,"Contoso, Ltd",Cameras & Camcorders Accessories,Cameras and camcorders ,North America,Green Bay,United States
109,11-05-2018, $5.25 ,26.9,9, $47.21 , $234.03 , $186.82 ,Store,European Back-to-Scholl Promotion,Contoso Bright Light battery E20 Pink,"Contoso, Ltd",Computers Accessories,Computers,Europe,Strasbourg,France
110,27-08-2020, $329.34 ,699,9," $2,964.06 "," $6,221.10 "," $3,257.04 ",Store,European Back-to-Scholl Promotion,WWI Laptop15 M0150 Black,Wide World Importers,Laptops,Computers,Europe,Roma,Italy
112,30-07-2019, $54.15 ,59,16, $866.32 , $908.60 , $42.28 ,Online,European Holiday Promotion,Adventure Works CRT17 E105 Black,Adventure Works,Monitors,Computers,Europe,Berlin,Germany
113,10-05-2020, $601.42 ,2295,10," $6,014.16 "," $22,950.00 "," $16,935.84 ",Store,No Discount,WWI Projector 1080p LCD86 White,Wide World Importers,Projectors & Screens,Computers,North America,Snoqualmie,United States
114,13-07-2020, $9.23 ,41.73,4, $36.91 , $164.83 , $127.93 ,Store,North America Spring Promotion,SV Keyboard E90 White,Southridge Video,Computers Accessories,Computers,North America,Bangor,United States
117,14-09-2017, $7.49 ,12.99,4, $29.97 , $50.14 , $20.17 ,Store,European Spring Promotion,Contoso 512MB MP3 Player E51 Blue,"Contoso, Ltd",MP4&MP3,Audio,Europe,Moscow,Russia
118,28-01-2019, $0.30 ,56.9,5, $1.49 , $284.50 , $283.01 ,Store,No Discount,SV 8xDVD E130 Silver,Southridge Video,VCD & DVD,TV and Video,North America,Greeley,United States
119,20-01-2021, $322.54 ,999,30," $9,676.20 "," $29,970.00 "," $20,293.80 ",Catalog,No Discount,Fabrikam Trendsetter 1/2'' 3mm X300 White,"Fabrikam, Inc.",Camcorders,Cameras and camcorders ,North America,North Harford,United States
121,22-01-2021, $11.39 ,27.9,10, $113.87 , $279.00 , $165.13 ,Store,No Discount,Contoso Enhanced Capacity Battery M800 Black,"Contoso, Ltd",Computers Accessories,Computers,North America,Bellevue,United States
123,24-01-2021, $175.75 ,308,8," $1,406.02 "," $2,340.80 ", $934.78 ,Store,European Holiday Promotion,The Phone Company Touch Screen Phones Capacitive M908 Grey,The Phone Company,Touch Screen Phones ,Cell phones,Europe,Dublin,Ireland
125,26-01-2021, $41.81 ,102,13, $543.50 ," $1,264.80 ", $721.30 ,Store,North America Holiday Promotion,SV 80GB USB2.0 Portable Hard Disk E500 Red,Southridge Video,Computers Accessories,Computers,North America,Atlantic City,United States
126,11-01-2018, $122.42 ,409,9," $1,101.80 "," $3,619.65 "," $2,517.85 ",Store,North America Spring Promotion,Contoso Home Theater System 4.1 Channel M1400 Brown,"Contoso, Ltd",Home Theater System,TV and Video,North America,Denver,United States
127,04-04-2018, $146.52 ,229,9," $1,318.70 "," $2,038.10 ", $719.40 ,Store,North America Spring Promotion,Proseware Professional Quality Plain-Paper Fax and Copier X100 Grey,"Proseware, Inc.","Printers, Scanners & Fax",Computers,North America,Oswego,United States
128,01-12-2018, $77.10 ,290,9, $693.89 ," $2,566.50 "," $1,872.61 ",Catalog,North America Spring Promotion,"The Phone Company Pen Touch Screen Phones-2.6"" M320 Black",The Phone Company,Touch Screen Phones ,Cell phones,North America,North Harford,United States
131,25-08-2018, $106.08 ,279.99,24," $2,546.03 "," $6,719.76 "," $4,173.73 ",Reseller,European Spring Promotion,"Adventure Works 19"" Portable LCD HDTV M110 Black",Adventure Works,Televisions,TV and Video,Europe,Paris,France
132,27-09-2019, $422.43 ,869,6," $2,534.60 "," $4,866.40 "," $2,331.80 ",Store,North America Holiday Promotion,SV Car Video LCD9.2W X9281 Black,Southridge Video,Car Video,TV and Video,North America,Passaic,United States
133,04-02-2018, $90.64 ,134,13," $1,178.28 "," $1,661.60 ", $483.32 ,Catalog,North America Holiday Promotion,Contoso 8GB MP3 Player new model M820 White,"Contoso, Ltd",MP4&MP3,Audio,North America,North Harford,United States
135,20-01-2020, $193.27 ,1099,9," $1,739.39 "," $9,671.20 "," $7,931.81 ",Store,Asian Spring Promotion,Fabrikam Laptop19 M9000 Black,"Fabrikam, Inc.",Laptops,Computers,Asia,Tokyo,Japan
136,25-12-2019, $8.47 ,11.5,18, $152.47 , $206.43 , $53.95 ,Store,North America Spring Promotion,Contoso Desktop Alternative Bundle E200 Grey,"Contoso, Ltd",Computers Accessories,Computers,North America,Somerville,United States
137,07-07-2018, $35.19 ,109.99,24, $844.54 ," $2,606.76 "," $1,762.22 ",Store,North America Back-to-School Promotion,SV DVD 7-Inch Player Portable E200 White,Southridge Video,Movie DVD,"Music, Movies and Audio Books",North America,Marshall,United States
138,04-02-2021, $16.38 ,163,9, $147.39 ," $1,467.00 "," $1,319.61 ",Store,North America Spring Promotion,Proseware Office Jet All-in-One Printer M500 Black,"Proseware, Inc.","Printers, Scanners & Fax",Computers,North America,Back River,United States
139,06-02-2021, $169.07 ,229,18," $3,043.28 "," $3,938.80 ", $895.52 ,Online,Asian Spring Promotion,Proseware Projector 480p LCD12 White,"Proseware, Inc.",Projectors & Screens,Computers,Asia,Beijing,China
140,16-09-2017, $0.58 ,25.69,18, $10.37 , $462.42 , $452.05 ,Store,North America Spring Promotion,NT Bluetooth Stereo Headphones E52 Pink,Northwind Traders,Bluetooth Headphones,Audio,North America,Bellevue,United States
141,11-12-2018, $12.52 ,26.9,5, $62.61 , $134.50 , $71.89 ,Store,No Discount,Contoso Bright Light battery E20 Black,"Contoso, Ltd",Computers Accessories,Computers,North America,Redmond,United States
143,07-09-2018, $6.42 ,143.4,5, $32.08 , $717.00 , $684.92 ,Store,No Discount,"Adventure Works 19"" Color Digital TV E35 White",Adventure Works,Televisions,TV and Video,Europe,Ljubljana,Slovenia
144,30-10-2019, $196.07 ,699,13," $2,548.97 "," $8,667.60 "," $6,118.63 ",Store,North America Holiday Promotion,SV Car Video LCD7W M7082 Silver,Southridge Video,Car Video,TV and Video,North America,Greeley,United States
145,26-12-2020, $39.67 ,49,6, $238.01 , $284.20 , $46.19 ,Store,North America Back-to-School Promotion,Proseware CRT15 E10 Black,"Proseware, Inc.",Monitors,Computers,North America,Hoboken,United States
146,10-02-2021, $0.66 ,0.95,12, $7.91 , $11.40 , $3.49 ,Store,Asian Summer Promotion,SV USB Data Cable E600 Black,Southridge Video,Computers Accessories,Computers,Asia,Busan,South Korea
147,12-02-2021, $25.45 ,95,18, $458.05 ," $1,681.50 "," $1,223.45 ",Store,European Back-to-Scholl Promotion,Contoso Telephoto Conversion Lens M350 Silver,"Contoso, Ltd",Cameras & Camcorders Accessories,Cameras and camcorders ,Europe,Manchester,United Kingdom
148,18-03-2020, $118.76 ,199,12," $1,425.16 "," $2,308.40 ", $883.24 ,Online,Asian Summer Promotion,The Phone Company Finger Touch Screen Phones M30 Black,The Phone Company,Touch Screen Phones ,Cell phones,Asia,Beijing,China
149,15-10-2018, $194.36 ,482,12," $2,332.32 "," $5,784.00 "," $3,451.68 ",Store,North America Back-to-School Promotion,Fabrikam Budget Moviemaker 1/2'' 3mm E300 Black,"Fabrikam, Inc.",Camcorders,Cameras and camcorders ,North America,Sunnyside,United States
150,14-09-2020, $155.46 ,382.95,13," $2,020.95 "," $4,978.35 "," $2,957.40 ",Store,North America Holiday Promotion,WWI Laptop12 M0120 White,Wide World Importers,Laptops,Computers,North America,Madison,United States
153,22-02-2018, $98.62 ,219,12," $1,183.39 "," $2,628.00 "," $1,444.61 ",Store,No Discount,Contoso DVD Recorder L230 Grey,"Contoso, Ltd",Movie DVD,"Music, Movies and Audio Books",Asia,Bangkok,Thailand
154,14-02-2021, $52.08 ,79,12, $624.92 , $948.00 , $323.08 ,Reseller,North America Back-to-School Promotion,SV 4GB Laptop Memory M65 White,Southridge Video,Computers Accessories,Computers,North America,Seattle,United States
155,08-03-2018, $17.65 ,229,10, $176.49 ," $2,290.00 "," $2,113.51 ",Store,No Discount,Proseware Professional Quality Plain-Paper Fax and Copier X100 Grey,"Proseware, Inc.","Printers, Scanners & Fax",Computers,North America,Virginia Beach,United States
159,16-02-2021, $98.61 ,179.99,10, $986.13 ," $1,799.90 ", $813.77 ,Store,No Discount,Contoso DVD 12-Inch Player Portable M400 White,"Contoso, Ltd",Movie DVD,"Music, Movies and Audio Books",Europe,Lancashire,United Kingdom
161,02-11-2017, $41.95 ,47.95,24," $1,006.87 "," $1,150.80 ", $143.93 ,Online,European Spring Promotion,NT Wireless Bluetooth Stereo Headphones E102 Silver,Northwind Traders,Bluetooth Headphones,Audio,Europe,Berlin,Germany
164,27-12-2019, $151.88 ,646,13," $1,974.45 "," $8,204.20 "," $6,229.75 ",Store,Asian Holiday Promotion,Contoso SLR Camera X143 Grey,"Contoso, Ltd",Digital SLR Cameras,Cameras and camcorders ,Asia,Tehran,Iran
165,04-01-2021, $114.72 ,179,9," $1,032.44 "," $1,539.40 ", $506.96 ,Online,Asian Spring Promotion,Proseware LCD19W M100 White,"Proseware, Inc.",Monitors,Computers,Asia,Beijing,China
167,16-06-2020, $84.11 ,259.99,27," $2,270.93 "," $6,967.73 "," $4,696.81 ",Reseller,European Back-to-Scholl Promotion,SV DVD 14-Inch Player Portable L100 Black,Southridge Video,Movie DVD,"Music, Movies and Audio Books",Europe,Paris,France
168,18-02-2021, $25.82 ,35.99,13, $335.72 , $446.28 , $110.56 ,Store,North America Holiday Promotion,Contoso 4 Handset Cordless Phone System M86 Black,"Contoso, Ltd",Home & Office Phones,Cell phones,North America,Wapato,United States
169,19-02-2021, $1.21 ,332,9, $10.90 ," $2,722.40 "," $2,711.50 ",Store,Asian Spring Promotion,Fabrikam SLR Camera M148 Silver Grey,"Fabrikam, Inc.",Digital SLR Cameras,Cameras and camcorders ,Asia,Hong Kong,China
170,22-02-2021, $161.64 ,188,9," $1,454.77 "," $1,663.80 ", $209.03 ,Online,North America Spring Promotion,A. Datum All in One Digital Camera M200 Black,A. Datum Corporation,Digital Cameras,Cameras and camcorders ,North America,Bethesda,United States
172,08-05-2020, $22.04 ,139,5, $110.20 , $695.00 , $584.80 ,Store,No Discount,WWI Screen 85in E1010 Black,Wide World Importers,Projectors & Screens,Computers,Asia,Shanghai,China
174,23-02-2021, $143.77 ,170,5, $718.84 , $850.00 , $131.16 ,Store,No Discount,"Fabrikam Social Videographer 1/2"" 3mm E300 Orange","Fabrikam, Inc.",Camcorders,Cameras and camcorders ,North America,Port Washington,United States
176,13-05-2018, $114.05 ,149.95,24," $2,737.13 "," $3,538.82 ", $801.69 ,Store,North America Back-to-School Promotion,WWI 1GBPulse Smart pen E50 Black,Wide World Importers,Recording Pen,Audio,North America,Alexandria,United States
177,26-02-2021, $29.86 ,50.99,9, $268.76 , $418.12 , $149.36 ,Store,Asian Spring Promotion,Contoso Optical USB Mouse M45 Black,"Contoso, Ltd",Computers Accessories,Computers,Asia,Bangkok,Thailand
178,27-02-2021, $47.65 ,136,10, $476.48 ," $1,360.00 ", $883.52 ,Store,No Discount,Proseware All-In-One Photo Printer M200 White,"Proseware, Inc.","Printers, Scanners & Fax",Computers,North America,Oswego,United States
